speaker,vowel,F1_50,F2_50,participant_age_category,participant_gender,participant_nz_ethnic,word_freq,word,time,vowel_duration,articulation_rate,following_segment_category,amplitude
QB_NZ_F_281,GOOSE,427,2050,46-55,F,NZ mixed ethnicity,38,word_16654,1.7,0.09,3.9175,labial,71.19157706375171
QB_NZ_F_281,DRESS,440,2320,46-55,F,NZ mixed ethnicity,1606,word_18522,1.97,0.09,3.9175,other,67.2118932983058
QB_NZ_F_281,NURSE,434,1795,46-55,F,NZ mixed ethnicity,97,word_43878,4.04,0.2,3.9175,other,62.26938518005431
QB_NZ_F_281,KIT,554,2050,46-55,F,NZ mixed ethnicity,5476,word_43214,7.53,0.05,4.1734,velar,65.28767979649054
QB_NZ_F_281,LOT,530,1130,46-55,F,NZ mixed ethnicity,5151,word_21201,8.11,0.04,4.1734,labial,66.89236267148246
QB_NZ_F_281,START,851,1810,46-55,F,NZ mixed ethnicity,845,word_10912,8.56,0.13,4.1734,other,64.00599968951369
QB_NZ_F_281,DRESS,415,2649,46-55,F,NZ mixed ethnicity,797,word_31536,9.6,0.05,4.1734,labial,63.91441972474369
QB_NZ_F_281,STRUT,805,1585,46-55,F,NZ mixed ethnicity,34640,word_19184,9.92,0.03,4.1734,other,60.63239688830078
QB_NZ_F_281,START,857,1730,46-55,F,NZ mixed ethnicity,726,word_49595,12.4,0.09,4.1734,other,60.82531918726355
QB_NZ_F_281,TRAP,624,2346,46-55,F,NZ mixed ethnicity,5879,word_33368,16.73,0.12,4.5685,labial,65.88922044299645
QB_NZ_F_281,STRUT,717,1791,46-55,F,NZ mixed ethnicity,2405,word_41895,17.34,0.04,4.5685,other,62.52089126050411
QB_NZ_F_281,GOOSE,395,2333,46-55,F,NZ mixed ethnicity,24552,word_46139,18.12,0.07,4.5685,other,58.64571156439552
QB_NZ_F_281,START,790,1788,46-55,F,NZ mixed ethnicity,1233,word_33740,21.19,0.11,3.8031,other,62.170797531894394
QB_NZ_F_281,FLEECE,463,2568,46-55,F,NZ mixed ethnicity,556,word_43490,21.72,0.1,3.8031,labial,64.64479693797533
QB_NZ_F_281,DRESS,512,2296,46-55,F,NZ mixed ethnicity,347,word_47232,25.93,0.06,3.8031,other,65.55598830092087
QB_NZ_F_281,GOOSE,474,2276,46-55,F,NZ mixed ethnicity,2038,word_44765,32.98,0.03,3.6411,other,65.31511121481364
QB_NZ_F_281,FLEECE,465,2715,46-55,F,NZ mixed ethnicity,2175,word_24584,33.13,0.15,3.6411,other,69.72510102717442
QB_NZ_F_281,FLEECE,387,2609,46-55,F,NZ mixed ethnicity,63,word_35684,36.33,0.13,3.6411,labial,65.20247695315702
QB_NZ_F_281,GOOSE,385,2288,46-55,F,NZ mixed ethnicity,24552,word_46139,40.5,0.07,3.6411,other,57.12332958125803
QB_NZ_F_281,TRAP,600,2430,46-55,F,NZ mixed ethnicity,24,word_31758,42.23,0.09,4.2118,other,66.64551580426163
QB_NZ_F_281,DRESS,399,2717,46-55,F,NZ mixed ethnicity,4376,word_49898,42.81,0.21,4.2118,other,65.47381708202623
QB_NZ_F_281,STRUT,537,1550,46-55,F,NZ mixed ethnicity,34640,word_19184,43.7,0.03,4.2118,other,60.935183222505074
QB_NZ_F_281,STRUT,722,1587,46-55,F,NZ mixed ethnicity,0,word_48519,44.12,0.03,4.2118,other,64.01021076086157
QB_NZ_F_281,GOOSE,409,1855,46-55,F,NZ mixed ethnicity,8249,word_42992,44.54,0.12,4.2118,labial,62.769500660663724
QB_NZ_F_281,LOT,441,1436,46-55,F,NZ mixed ethnicity,3080,word_43875,45.73,0.03,4.2118,other,64.39337414598802
QB_NZ_F_281,FOOT,432,1748,46-55,F,NZ mixed ethnicity,762,word_21426,49.08,0.04,4.2118,other,59.30303204088586
QB_NZ_F_281,THOUGHT,400,889,46-55,F,NZ mixed ethnicity,383,word_46298,49.41,0.15,4.2118,labial,65.67656941938746
QB_NZ_F_281,DRESS,448,2537,46-55,F,NZ mixed ethnicity,6555,word_35476,49.95,0.09,4.2118,other,67.46428427081227
QB_NZ_F_281,LOT,619,1252,46-55,F,NZ mixed ethnicity,521,word_47425,52.96,0.12,4.2118,labial,59.18720043644679
QB_NZ_F_281,TRAP,562,2334,46-55,F,NZ mixed ethnicity,24,word_31758,55.55,0.1,4.6465,other,62.085916876992194
QB_NZ_F_281,STRUT,827,1549,46-55,F,NZ mixed ethnicity,2858,word_36116,56.38,0.11,4.6465,other,63.88810913311593
QB_NZ_F_281,LOT,532,1201,46-55,F,NZ mixed ethnicity,3080,word_43875,58.58,0.05,4.6465,other,57.60528287361684
QB_NZ_F_281,STRUT,825,1875,46-55,F,NZ mixed ethnicity,29391,word_47761,58.76,0.06,4.6465,other,66.39834341266149
QB_NZ_F_281,STRUT,650,1821,46-55,F,NZ mixed ethnicity,2858,word_36116,59.02,0.04,4.6465,other,62.95123664724304
QB_NZ_F_281,STRUT,453,1760,46-55,F,NZ mixed ethnicity,9525,word_20928,59.12,0.04,4.6465,other,61.37803733997649
QB_NZ_F_281,KIT,392,1938,46-55,F,NZ mixed ethnicity,99820,word_25513,59.39,0.03,4.6465,other,60.254698632586106
QB_NZ_F_281,STRUT,540,1763,46-55,F,NZ mixed ethnicity,9525,word_20928,61.04,0.07,4.8387,other,67.71096854949366
QB_NZ_F_281,DRESS,409,2641,46-55,F,NZ mixed ethnicity,4376,word_49898,61.43,0.16,4.8387,other,63.39900902569708
QB_NZ_F_281,LOT,619,1269,46-55,F,NZ mixed ethnicity,521,word_47425,67.31,0.12,4.8387,labial,60.267704125984956
QB_NZ_F_281,FLEECE,393,2761,46-55,F,NZ mixed ethnicity,3291,word_26438,69.24,0.15,5.0976,other,66.330917979677
QB_NZ_F_281,STRUT,678,1443,46-55,F,NZ mixed ethnicity,5046,word_32563,71.6,0.03,5.0976,other,69.73194328003123
QB_NZ_F_281,LOT,558,1047,46-55,F,NZ mixed ethnicity,55,word_41163,73.42,0.05,5.0976,labial,60.25768429346336
QB_NZ_F_281,STRUT,595,1717,46-55,F,NZ mixed ethnicity,642,word_19084,73.93,0.06,5.0976,labial,63.73164251982646
QB_NZ_F_281,DRESS,394,2610,46-55,F,NZ mixed ethnicity,4376,word_49898,74.18,0.09,5.0976,other,65.45815997774254
QB_NZ_F_281,DRESS,427,2403,46-55,F,NZ mixed ethnicity,6555,word_35476,74.5,0.11,5.0976,other,65.74861523974361
QB_NZ_F_281,KIT,483,2146,46-55,F,NZ mixed ethnicity,420,word_19024,76.14,0.03,5.0976,other,63.65959633487104
QB_NZ_F_281,START,833,1801,46-55,F,NZ mixed ethnicity,0,word_22073,76.97,0.08,5.0976,labial,61.38152243745436
QB_NZ_F_281,KIT,382,2065,46-55,F,NZ mixed ethnicity,420,word_19024,77.78,0.04,5.0976,other,59.61986252215038
QB_NZ_F_281,STRUT,655,1540,46-55,F,NZ mixed ethnicity,14049,word_24727,78.22,0.09,5.0976,other,60.26446712606085
QB_NZ_F_281,STRUT,667,1669,46-55,F,NZ mixed ethnicity,12551,word_30296,79.96,0.08,4.6939,other,65.92088305536659
QB_NZ_F_281,KIT,490,2241,46-55,F,NZ mixed ethnicity,5476,word_43214,83.67,0.04,4.6939,velar,60.38951388474087
QB_NZ_F_281,DRESS,477,2611,46-55,F,NZ mixed ethnicity,22666,word_19354,84.61,0.25,4.6939,other,64.42875383944425
QB_NZ_F_281,THOUGHT,380,969,46-55,F,NZ mixed ethnicity,21873,word_23063,85.08,0.09,4.6939,other,58.11548011406727
QB_NZ_F_281,FLEECE,407,2498,46-55,F,NZ mixed ethnicity,1340,word_22045,85.39,0.08,4.6939,labial,63.89440377663941
QB_NZ_F_281,THOUGHT,406,1008,46-55,F,NZ mixed ethnicity,5411,word_49047,88.77,0.06,5.4896,other,58.22016018172154
QB_NZ_F_281,FLEECE,411,2526,46-55,F,NZ mixed ethnicity,1492,word_38862,92.74,0.06,5.4896,labial,62.12567068533243
QB_NZ_F_281,FLEECE,426,2701,46-55,F,NZ mixed ethnicity,111471,word_35461,93,0.12,5.4896,other,59.133106968293916
QB_NZ_F_281,START,873,1788,46-55,F,NZ mixed ethnicity,969,word_29139,93.84,0.18,5.4896,velar,63.36607557837493
QB_NZ_F_281,THOUGHT,407,778,46-55,F,NZ mixed ethnicity,98,word_36802,98.81,0.16,4.6099,other,64.51952481980598
QB_NZ_F_281,STRUT,691,1411,46-55,F,NZ mixed ethnicity,203,word_35663,100,0.05,4.6099,other,68.61524682136829
QB_NZ_F_281,GOOSE,364,2183,46-55,F,NZ mixed ethnicity,2075,word_18620,100.79,0.03,4.6099,other,64.23999025993538
QB_NZ_F_281,DRESS,474,2420,46-55,F,NZ mixed ethnicity,1147,word_31125,101.8,0.08,4.6099,labial,59.71258323185465
QB_NZ_F_281,THOUGHT,384,777,46-55,F,NZ mixed ethnicity,1237,word_32913,102.28,0.1,4.6099,velar,59.81532335952709
QB_NZ_F_281,DRESS,496,2391,46-55,F,NZ mixed ethnicity,3299,word_38040,107.67,0.11,3.8898,other,65.11389201522387
QB_NZ_F_281,DRESS,428,2574,46-55,F,NZ mixed ethnicity,2812,word_29967,108.84,0.07,3.8898,other,64.57874343832601
QB_NZ_F_281,THOUGHT,411,738,46-55,F,NZ mixed ethnicity,1237,word_32913,109.5,0.1,3.8898,velar,61.44535529810723
QB_NZ_F_281,FLEECE,379,2559,46-55,F,NZ mixed ethnicity,4546,word_31236,110.41,0.13,3.8898,other,59.754101080594126
QB_NZ_F_281,KIT,485,1854,46-55,F,NZ mixed ethnicity,4135,word_30322,110.68,0.04,3.8898,other,57.1839570538726
QB_NZ_F_281,LOT,571,1220,46-55,F,NZ mixed ethnicity,0,word_39684,111.22,0.15,3.8898,velar,63.9270567462217
QB_NZ_F_281,FOOT,512,1371,46-55,F,NZ mixed ethnicity,5428,word_22047,112.23,0.03,5.4098,velar,60.05415962360044
QB_NZ_F_281,TRAP,592,2381,46-55,F,NZ mixed ethnicity,785,word_33612,112.63,0.11,5.4098,labial,64.32549263635853
QB_NZ_F_281,FLEECE,423,2472,46-55,F,NZ mixed ethnicity,1492,word_38862,115.64,0.05,5.4098,labial,61.595930839546135
QB_NZ_F_281,STRUT,473,1666,46-55,F,NZ mixed ethnicity,15724,word_45935,116.53,0.03,5.4098,other,59.56540620844191
QB_NZ_F_281,THOUGHT,402,980,46-55,F,NZ mixed ethnicity,11914,word_22132,118.71,0.08,5.4098,other,57.90486195275651
QB_NZ_F_281,DRESS,432,2565,46-55,F,NZ mixed ethnicity,644,word_33053,119.3,0.08,5.4098,labial,63.51139521830649
QB_NZ_F_281,LOT,462,1072,46-55,F,NZ mixed ethnicity,3371,word_46923,120.1,0.03,5.4098,velar,56.66779313826287
QB_NZ_F_281,DRESS,390,2513,46-55,F,NZ mixed ethnicity,644,word_33053,121.57,0.1,3.9152,labial,69.84101654690438
QB_NZ_F_281,NURSE,410,2044,46-55,F,NZ mixed ethnicity,11943,word_20728,122.83,0.13,3.9152,velar,64.84100351699853
QB_NZ_F_281,NURSE,432,1897,46-55,F,NZ mixed ethnicity,11943,word_20728,124.8,0.09,3.9152,velar,58.523653510916624
QB_NZ_F_281,DRESS,369,2693,46-55,F,NZ mixed ethnicity,3123,word_48156,126.78,0.05,3.9152,other,61.15513416449744
QB_NZ_F_281,DRESS,488,2336,46-55,F,NZ mixed ethnicity,1385,word_32316,130.84,0.07,4.878,other,64.28954052854372
QB_NZ_F_281,DRESS,522,2442,46-55,F,NZ mixed ethnicity,3123,word_48156,131.22,0.04,4.878,other,62.12438755241207
QB_NZ_F_281,THOUGHT,389,1060,46-55,F,NZ mixed ethnicity,5891,word_27683,132.05,0.09,4.878,other,59.172849931892536
QB_NZ_F_281,GOOSE,376,1842,46-55,F,NZ mixed ethnicity,590,word_36094,132.51,0.05,4.878,other,59.84277690132298
QB_NZ_F_281,FLEECE,340,2474,46-55,F,NZ mixed ethnicity,1078,word_25608,132.56,0.07,4.878,other,60.348153277782544
QB_NZ_F_281,GOOSE,319,2229,46-55,F,NZ mixed ethnicity,24552,word_46139,132.79,0.36,4.878,other,61.621415992879015
QB_NZ_F_281,THOUGHT,407,816,46-55,F,NZ mixed ethnicity,456,word_21855,133.55,0.1,4.878,other,62.53471276422615
QB_NZ_F_281,LOT,445,1065,46-55,F,NZ mixed ethnicity,989,word_28294,133.87,0.04,4.878,labial,59.84972895898591
QB_NZ_F_281,STRUT,540,1587,46-55,F,NZ mixed ethnicity,1381,word_27471,138.72,0.06,5.0323,other,68.62302446153785
QB_NZ_F_281,TRAP,566,2420,46-55,F,NZ mixed ethnicity,78,word_15220,139.58,0.07,5.0323,other,63.03884151667217
QB_NZ_F_281,STRUT,508,1452,46-55,F,NZ mixed ethnicity,34640,word_19184,140.54,0.03,5.0323,other,58.40066492696499
QB_NZ_F_281,TRAP,663,2346,46-55,F,NZ mixed ethnicity,1487,word_45024,143.62,0.12,5.0323,labial,66.11916288636435
QB_NZ_F_281,GOOSE,435,2005,46-55,F,NZ mixed ethnicity,1487,word_45024,144.05,0.1,5.0323,other,66.11916288636435
QB_NZ_F_281,TRAP,640,2422,46-55,F,NZ mixed ethnicity,688,word_42236,145.98,0.05,5.0323,labial,62.574982945405175
QB_NZ_F_281,GOOSE,343,2551,46-55,F,NZ mixed ethnicity,1330,word_41661,148.01,0.03,5.3114,other,64.75462608222321
QB_NZ_F_281,START,849,1670,46-55,F,NZ mixed ethnicity,0,word_22073,148.23,0.1,5.3114,labial,67.05714609609774
QB_NZ_F_281,LOT,643,1285,46-55,F,NZ mixed ethnicity,0,word_22073,148.6,0.11,5.3114,velar,67.05714609609774
QB_NZ_F_281,KIT,440,2089,46-55,F,NZ mixed ethnicity,284,word_15984,149.1,0.04,5.3114,other,60.56610282411929
QB_NZ_F_281,START,851,1565,46-55,F,NZ mixed ethnicity,0,word_48279,150.25,0.09,5.3114,labial,57.55176626929355
QB_NZ_F_281,LOT,608,1233,46-55,F,NZ mixed ethnicity,0,word_48279,150.62,0.08,5.3114,velar,57.55176626929355
QB_NZ_F_281,DRESS,447,2707,46-55,F,NZ mixed ethnicity,750,word_48814,151.31,0.04,5.3114,labial,58.00278992307034
QB_NZ_F_281,TRAP,570,2413,46-55,F,NZ mixed ethnicity,1922,word_44193,156.72,0.13,4.2222,other,63.94623361567845
QB_NZ_F_281,KIT,386,2193,46-55,F,NZ mixed ethnicity,1344,word_33297,159.68,0.03,4.2222,other,59.902544678838915
QB_NZ_F_281,THOUGHT,384,948,46-55,F,NZ mixed ethnicity,2316,word_19468,161.96,0.11,4.4678,other,64.13551017204344
QB_NZ_F_281,STRUT,581,1559,46-55,F,NZ mixed ethnicity,34640,word_19184,162.65,0.03,4.4678,other,65.00924267159355
QB_NZ_F_281,DRESS,498,2498,46-55,F,NZ mixed ethnicity,1385,word_32316,162.98,0.08,4.4678,other,64.41344738020761
QB_NZ_F_281,DRESS,526,2408,46-55,F,NZ mixed ethnicity,3123,word_48156,163.36,0.04,4.4678,other,63.20092538865449
QB_NZ_F_281,KIT,468,1833,46-55,F,NZ mixed ethnicity,202,word_29795,163.65,0.05,4.4678,other,64.487499181238
QB_NZ_F_281,FLEECE,414,2557,46-55,F,NZ mixed ethnicity,4546,word_31236,166.57,0.14,4.4678,other,62.88150890527248
QB_NZ_F_281,DRESS,447,2652,46-55,F,NZ mixed ethnicity,504,word_11052,167.26,0.1,4.4678,velar,62.95365725400154
QB_NZ_F_281,DRESS,448,2615,46-55,F,NZ mixed ethnicity,286,word_19198,168.99,0.1,4.4678,other,65.9926294215789
QB_NZ_F_281,LOT,625,1149,46-55,F,NZ mixed ethnicity,756,word_25932,170.88,0.1,5.6836,labial,63.472043894884955
QB_NZ_F_281,DRESS,441,2548,46-55,F,NZ mixed ethnicity,504,word_11052,172.5,0.08,5.6836,velar,64.955395197852
QB_NZ_F_281,KIT,519,2216,46-55,F,NZ mixed ethnicity,53917,word_32378,172.72,0.2,5.6836,labial,59.32081834257113
QB_NZ_F_281,KIT,411,1951,46-55,F,NZ mixed ethnicity,202,word_29795,173.59,0.04,5.6836,other,62.58225896831388
QB_NZ_F_281,STRUT,539,1551,46-55,F,NZ mixed ethnicity,34640,word_19184,175.43,0.03,5.6836,other,62.208343698473634
QB_NZ_F_281,KIT,397,2071,46-55,F,NZ mixed ethnicity,202,word_29795,175.69,0.03,5.6836,other,59.36805563821366
QB_NZ_F_281,TRAP,648,2350,46-55,F,NZ mixed ethnicity,17657,word_14675,177.03,0.05,5.6836,velar,63.41352741836676
QB_NZ_F_281,DRESS,397,2468,46-55,F,NZ mixed ethnicity,3123,word_48156,177.77,0.05,5.6836,other,61.0308703640919
QB_NZ_F_281,FLEECE,422,2493,46-55,F,NZ mixed ethnicity,392,word_20733,179.83,0.06,5.2632,other,68.45281618659091
QB_NZ_F_281,FLEECE,385,2465,46-55,F,NZ mixed ethnicity,48589,word_40466,180.77,0.08,5.2632,other,60.469662358024195
QB_NZ_F_281,TRAP,606,2134,46-55,F,NZ mixed ethnicity,8,word_46184,181.91,0.03,5.2632,velar,57.23405527099205
QB_NZ_F_281,KIT,573,1964,46-55,F,NZ mixed ethnicity,231,word_33883,182.5,0.09,5.2632,labial,61.23025106672391
QB_NZ_F_281,FLEECE,412,2376,46-55,F,NZ mixed ethnicity,14610,word_38336,184.59,0.03,4.8837,other,58.57626384531196
QB_NZ_F_281,DRESS,425,2622,46-55,F,NZ mixed ethnicity,95,word_26090,184.87,0.05,4.8837,other,62.560887851656034
QB_NZ_F_281,STRUT,517,1867,46-55,F,NZ mixed ethnicity,29391,word_47761,185.52,0.05,4.8837,other,59.02763904164629
QB_NZ_F_281,LOT,597,1215,46-55,F,NZ mixed ethnicity,928,word_25358,185.71,0.09,4.8837,velar,58.36632044693804
QB_NZ_F_281,LOT,476,1336,46-55,F,NZ mixed ethnicity,3080,word_43875,192.63,0.07,5.5085,other,58.038083290015884
QB_NZ_F_281,STRUT,600,1768,46-55,F,NZ mixed ethnicity,32863,word_17685,192.96,0.03,5.5085,labial,57.74392266063684
QB_NZ_F_281,THOUGHT,462,848,46-55,F,NZ mixed ethnicity,27,word_19565,193.05,0.17,5.5085,labial,60.45555895244207
QB_NZ_F_281,FLEECE,391,2567,46-55,F,NZ mixed ethnicity,770,word_20197,193.87,0.09,5.5085,labial,58.10576719193618
QB_NZ_F_281,GOOSE,459,1667,46-55,F,NZ mixed ethnicity,53,word_40638,194.3,0.04,5.5085,other,59.044702892348056
QB_NZ_F_281,TRAP,534,2165,46-55,F,NZ mixed ethnicity,245,word_17858,195.44,0.08,4.4586,other,61.26690296147033
QB_NZ_F_281,DRESS,405,2650,46-55,F,NZ mixed ethnicity,5236,word_29916,195.9,0.08,4.4586,other,61.37389890953907
QB_NZ_F_281,STRUT,517,1552,46-55,F,NZ mixed ethnicity,34640,word_19184,198.59,0.03,4.4586,other,60.009683870560714
QB_NZ_F_281,START,815,1663,46-55,F,NZ mixed ethnicity,1398,word_10201,199.89,0.33,4.4586,other,63.68094228934498
QB_NZ_F_281,TRAP,657,2248,46-55,F,NZ mixed ethnicity,143,word_18275,202.14,0.1,4.4586,velar,58.63599698203808
QB_NZ_F_281,DRESS,388,2665,46-55,F,NZ mixed ethnicity,1581,word_28913,204.73,0.08,4.2973,other,65.82597331788936
QB_NZ_F_281,LOT,492,1244,46-55,F,NZ mixed ethnicity,3080,word_43875,205.26,0.06,4.2973,other,58.459135172757655
QB_NZ_F_281,NURSE,412,1875,46-55,F,NZ mixed ethnicity,0,word_23251,205.66,0.09,4.2973,labial,65.0601233106545
QB_NZ_F_281,FOOT,447,1507,46-55,F,NZ mixed ethnicity,0,word_23251,205.84,0.03,4.2973,other,65.0601233106545
QB_NZ_F_281,LOT,546,1151,46-55,F,NZ mixed ethnicity,1884,word_22355,205.96,0.06,4.2973,other,59.71653800410266
QB_NZ_F_281,KIT,507,1903,46-55,F,NZ mixed ethnicity,4,word_10666,208.4,0.07,4.2973,velar,59.7321536757716
QB_NZ_F_281,TRAP,598,2266,46-55,F,NZ mixed ethnicity,4,word_10666,208.73,0.06,4.2973,velar,59.7321536757716
QB_NZ_F_281,TRAP,627,2127,46-55,F,NZ mixed ethnicity,966,word_41950,214.05,0.03,4.2973,labial,59.9504667952389
QB_NZ_F_281,LOT,570,1329,46-55,F,NZ mixed ethnicity,3080,word_43875,217.77,0.08,4.6549,other,58.54435145886304
QB_NZ_F_281,DRESS,514,2564,46-55,F,NZ mixed ethnicity,1385,word_32316,220.9,0.1,4.6549,other,67.18915075957541
QB_NZ_F_281,GOOSE,323,2501,46-55,F,NZ mixed ethnicity,7540,word_46896,223.48,0.03,4.6549,labial,58.288274539143785
QB_NZ_F_281,GOOSE,369,2540,46-55,F,NZ mixed ethnicity,199,word_29415,226.1,0.05,5.1495,other,61.65957998238252
QB_NZ_F_281,FLEECE,463,2491,46-55,F,NZ mixed ethnicity,48589,word_40466,226.26,0.06,5.1495,other,60.43823285915444
QB_NZ_F_281,KIT,568,2046,46-55,F,NZ mixed ethnicity,164,word_14809,226.45,0.04,5.1495,other,59.903246611425466
QB_NZ_F_281,KIT,479,1994,46-55,F,NZ mixed ethnicity,2033,word_30736,227.05,0.05,5.1495,other,61.92574004178679
QB_NZ_F_281,STRUT,598,1658,46-55,F,NZ mixed ethnicity,352,word_25922,228.31,0.04,5.1495,other,62.37573910788486
QB_NZ_F_281,LOT,561,1181,46-55,F,NZ mixed ethnicity,352,word_25922,228.59,0.07,5.1495,other,62.37573910788486
QB_NZ_F_281,KIT,432,2070,46-55,F,NZ mixed ethnicity,99820,word_25513,230.42,0.03,5.1495,other,55.308278768638836
QB_NZ_F_281,STRUT,604,1451,46-55,F,NZ mixed ethnicity,7356,word_46156,230.6,0.06,5.1495,other,59.31944527098935
QB_NZ_F_281,THOUGHT,429,923,46-55,F,NZ mixed ethnicity,892,word_46043,231.04,0.05,5.1495,other,58.290142828938166
QB_NZ_F_281,TRAP,569,2447,46-55,F,NZ mixed ethnicity,137,word_49641,231.43,0.15,5.1495,labial,60.0303060209292
QB_NZ_F_281,STRUT,702,1553,46-55,F,NZ mixed ethnicity,3755,word_25433,233.31,0.04,4.287,labial,60.66612835292696
QB_NZ_F_281,KIT,494,2044,46-55,F,NZ mixed ethnicity,24,word_28547,234.32,0.05,4.287,other,61.719254780760124
QB_NZ_F_281,STRUT,676,1686,46-55,F,NZ mixed ethnicity,3755,word_25433,238.53,0.04,4.287,labial,63.944741411529236
QB_NZ_F_281,GOOSE,406,1752,46-55,F,NZ mixed ethnicity,590,word_36094,239.22,0.07,4.287,other,62.85276325033234
QB_NZ_F_281,FLEECE,377,2472,46-55,F,NZ mixed ethnicity,1078,word_25608,239.29,0.06,4.287,other,NA
QB_NZ_F_281,GOOSE,389,1993,46-55,F,NZ mixed ethnicity,24552,word_46139,239.48,0.09,4.287,velar,61.821612465261865
QB_NZ_F_281,LOT,422,1064,46-55,F,NZ mixed ethnicity,989,word_28294,239.69,0.05,4.287,labial,60.914497024090714
QB_NZ_F_281,TRAP,518,2485,46-55,F,NZ mixed ethnicity,424,word_20776,240.25,0.05,4.287,labial,60.91346410392455
QB_NZ_F_281,FLEECE,449,2694,46-55,F,NZ mixed ethnicity,424,word_20776,240.5,0.12,4.287,other,60.91346410392455
QB_NZ_F_281,LOT,576,1135,46-55,F,NZ mixed ethnicity,7,word_11806,242.61,0.17,4.287,velar,61.278657690480614
QB_NZ_F_281,FLEECE,376,2603,46-55,F,NZ mixed ethnicity,166,word_20091,243.75,0.1,4.287,other,67.29664411999939
QB_NZ_F_281,START,832,1546,46-55,F,NZ mixed ethnicity,482,word_30142,245.01,0.1,4.287,other,62.80186490277517
QB_NZ_F_281,KIT,448,2256,46-55,F,NZ mixed ethnicity,270,word_29846,246.03,0.04,4.287,velar,58.82865228831872
QB_NZ_F_281,FLEECE,399,2586,46-55,F,NZ mixed ethnicity,36,word_23770,250.65,0.1,4.6008,other,62.81647378284892
QB_NZ_F_281,GOOSE,398,1949,46-55,F,NZ mixed ethnicity,1168,word_47265,253.5,0.21,4.6008,other,60.74868600613025
QB_NZ_F_281,LOT,565,1157,46-55,F,NZ mixed ethnicity,12146,word_22143,254.5,0.09,4.6008,labial,56.238148921979096
QB_NZ_F_281,DRESS,430,2498,46-55,F,NZ mixed ethnicity,5236,word_29916,261.49,0.12,4.4239,other,58.53964555988466
QB_NZ_F_281,STRUT,508,1857,46-55,F,NZ mixed ethnicity,32863,word_17685,261.79,0.04,4.4239,labial,57.13818230640464
QB_NZ_F_281,STRUT,611,1806,46-55,F,NZ mixed ethnicity,32863,word_17685,263.39,0.05,4.4239,labial,59.32848475484635
QB_NZ_F_281,THOUGHT,405,825,46-55,F,NZ mixed ethnicity,27,word_19565,264.43,0.11,4.4239,labial,62.10051584432892
QB_NZ_F_281,THOUGHT,383,929,46-55,F,NZ mixed ethnicity,1797,word_37756,266.69,0.12,4.4239,other,58.58761194901824
QB_NZ_F_281,THOUGHT,384,899,46-55,F,NZ mixed ethnicity,981,word_34651,267.08,0.1,4.4239,velar,58.142935314621326
QB_NZ_F_281,NURSE,394,1802,46-55,F,NZ mixed ethnicity,0,word_23251,268.06,0.13,4.4239,labial,60.81933862650215
QB_NZ_F_281,FOOT,489,1595,46-55,F,NZ mixed ethnicity,0,word_23251,268.29,0.03,4.4239,other,60.81933862650215
QB_NZ_F_281,LOT,520,1179,46-55,F,NZ mixed ethnicity,1884,word_22355,268.43,0.05,4.4239,other,54.892734433277866
QB_NZ_F_281,STRUT,616,1692,46-55,F,NZ mixed ethnicity,3755,word_25433,270.29,0.03,3.915,labial,59.72313018701296
QB_NZ_F_281,STRUT,488,1670,46-55,F,NZ mixed ethnicity,3755,word_25433,270.46,0.03,3.915,other,59.72313018701296
QB_NZ_F_281,GOOSE,381,1728,46-55,F,NZ mixed ethnicity,590,word_36094,271.97,0.05,3.915,other,61.95327799582409
QB_NZ_F_281,GOOSE,322,1997,46-55,F,NZ mixed ethnicity,24552,word_46139,272.28,0.48,3.915,other,62.365300222656906
QB_NZ_F_281,THOUGHT,400,919,46-55,F,NZ mixed ethnicity,456,word_21855,273.37,0.1,3.915,other,61.28469923928258
QB_NZ_F_281,LOT,384,1316,46-55,F,NZ mixed ethnicity,6034,word_18826,280.98,0.03,3.915,other,56.82503911136431
QB_NZ_F_281,STRUT,593,1824,46-55,F,NZ mixed ethnicity,5684,word_16127,283.79,0.06,5.3309,labial,68.70588574222089
QB_NZ_F_281,FLEECE,361,2791,46-55,F,NZ mixed ethnicity,1566,word_48931,284.1,0.05,5.3309,labial,67.69787756960451
QB_NZ_F_281,FOOT,409,1641,46-55,F,NZ mixed ethnicity,4265,word_34079,290.04,0.05,5.1522,other,62.4933715510781
QB_NZ_F_281,DRESS,442,2476,46-55,F,NZ mixed ethnicity,5236,word_29916,290.25,0.06,5.1522,other,63.388664232039005
QB_NZ_F_281,GOOSE,417,1974,46-55,F,NZ mixed ethnicity,14964,word_28592,290.47,0.03,5.1522,other,61.66695172716335
QB_NZ_F_281,DRESS,394,2538,46-55,F,NZ mixed ethnicity,5236,word_29916,291.65,0.06,5.1522,other,59.259089706362474
QB_NZ_F_281,KIT,475,1781,46-55,F,NZ mixed ethnicity,1464,word_18552,292.01,0.04,5.1522,other,61.372354518189226
QB_NZ_F_281,LOT,528,1245,46-55,F,NZ mixed ethnicity,3080,word_43875,293.64,0.08,5.1522,other,59.32492338404543
QB_NZ_F_281,GOOSE,306,2173,46-55,F,NZ mixed ethnicity,14964,word_28592,293.95,0.28,5.1522,other,58.05005060201034
QB_NZ_F_281,THOUGHT,454,744,46-55,F,NZ mixed ethnicity,21873,word_23063,301.08,0.14,4.5262,other,64.86666681295712
