speaker,vowel,F1_50,F2_50,participant_age_category,participant_gender,participant_nz_ethnic,word_freq,word,time,vowel_duration,articulation_rate,following_segment_category,amplitude
QB_NZ_F_369,TRAP,557,2071,36-45,F,NZ European,0,word_12322,602.02,0.14,5.5081,velar,69.2118222689036
QB_NZ_F_369,STRUT,714,1351,36-45,F,NZ European,254,word_32896,603.21,0.11,5.5081,labial,69.54997737803554
QB_NZ_F_369,DRESS,351,2197,36-45,F,NZ European,9931,word_38744,603.58,0.07,5.5081,other,66.94628470259094
QB_NZ_F_369,DRESS,385,2357,36-45,F,NZ European,0,word_45837,604.47,0.07,5.5081,velar,70.05684356106512
QB_NZ_F_369,DRESS,370,2407,36-45,F,NZ European,3123,word_48156,604.7,0.08,5.5081,other,71.91060154873655
QB_NZ_F_369,DRESS,380,2422,36-45,F,NZ European,3123,word_48156,607.09,0.06,5.5081,other,67.38303148245004
QB_NZ_F_369,KIT,549,1587,36-45,F,NZ European,1209,word_26592,608.4,0.05,5.5081,other,66.32670446606882
QB_NZ_F_369,DRESS,393,2495,36-45,F,NZ European,1843,word_33243,608.79,0.11,5.5081,other,70.13896361737466
QB_NZ_F_369,FLEECE,470,2494,36-45,F,NZ European,86,word_38790,611.86,0.17,3.6392,other,74.4662860219416
QB_NZ_F_369,DRESS,452,2545,36-45,F,NZ European,6047,word_29892,613.33,0.08,3.6392,velar,70.28582914535639
QB_NZ_F_369,THOUGHT,431,947,36-45,F,NZ European,5891,word_27683,613.62,0.18,3.6392,other,69.17216834532917
QB_NZ_F_369,GOOSE,384,1711,36-45,F,NZ European,24552,word_46139,615,0.06,3.6392,other,70.6670281950689
QB_NZ_F_369,FLEECE,459,2075,36-45,F,NZ European,5242,word_35813,616.88,0.09,3.6392,other,65.04180421432591
QB_NZ_F_369,DRESS,399,2412,36-45,F,NZ European,5236,word_29916,620.38,0.1,3.3693,other,73.73456288307483
QB_NZ_F_369,TRAP,574,2199,36-45,F,NZ European,95,word_47562,620.79,0.1,3.3693,labial,71.97756421112595
QB_NZ_F_369,FOOT,470,1191,36-45,F,NZ European,1367,word_48264,622.92,0.08,3.3693,other,65.41965213101211
QB_NZ_F_369,TRAP,526,2269,36-45,F,NZ European,82,word_49390,623.24,0.09,3.3693,labial,68.60731365950008
QB_NZ_F_369,KIT,621,1657,36-45,F,NZ European,8880,word_12950,625.21,0.08,3.3693,velar,70.08696684524115
QB_NZ_F_369,TRAP,584,2287,36-45,F,NZ European,95,word_47562,625.76,0.16,3.3693,labial,70.19094376088223
QB_NZ_F_369,LOT,646,1034,36-45,F,NZ European,12146,word_22143,627.31,0.09,4.0928,labial,70.93170181270042
QB_NZ_F_369,THOUGHT,382,688,36-45,F,NZ European,1237,word_32913,628.02,0.08,4.0928,velar,68.89893961138358
QB_NZ_F_369,START,800,1573,36-45,F,NZ European,600,word_31650,631.01,0.2,4.0928,other,71.77981860622602
QB_NZ_F_369,DRESS,370,2382,36-45,F,NZ European,5236,word_29916,632.65,0.07,4.0928,other,70.16058883100311
QB_NZ_F_369,DRESS,411,2241,36-45,F,NZ European,0,word_45837,634.02,0.06,4.0928,velar,66.75973023426532
QB_NZ_F_369,DRESS,395,2365,36-45,F,NZ European,3123,word_48156,634.24,0.07,4.0928,other,67.18035082223489
QB_NZ_F_369,TRAP,545,2195,36-45,F,NZ European,131,word_46145,635.26,0.13,4.0928,other,66.4940004450626
QB_NZ_F_369,GOOSE,499,1741,36-45,F,NZ European,110,word_44749,638.61,0.06,4.3011,labial,72.88065063354243
QB_NZ_F_369,START,895,1569,36-45,F,NZ European,110,word_44749,638.89,0.11,4.3011,velar,72.88065063354243
QB_NZ_F_369,GOOSE,435,1892,36-45,F,NZ European,0,word_16213,639.41,0.07,4.3011,labial,66.9038348560748
QB_NZ_F_369,STRUT,774,1535,36-45,F,NZ European,3487,word_35472,641.48,0.05,4.3011,other,68.42872539136516
QB_NZ_F_369,KIT,467,1552,36-45,F,NZ European,1212,word_28823,641.7,0.03,4.3011,other,69.92988489063968
QB_NZ_F_369,TRAP,566,2130,36-45,F,NZ European,46,word_35254,642.82,0.19,4.3011,other,70.2472025745955
QB_NZ_F_369,DRESS,385,2322,36-45,F,NZ European,4662,word_26751,643.78,0.07,4.3011,other,70.687111737279
QB_NZ_F_369,GOOSE,460,1923,36-45,F,NZ European,5116,word_49756,645.72,0.08,4.7782,other,73.82007721252708
QB_NZ_F_369,LOT,646,1252,36-45,F,NZ European,3080,word_43875,646.12,0.1,4.7782,other,72.181296321276875
QB_NZ_F_369,START,922,1614,36-45,F,NZ European,0,word_42003,646.74,0.09,4.7782,other,66.7425136030792
QB_NZ_F_369,DRESS,377,2284,36-45,F,NZ European,0,word_45837,647.42,0.08,4.7782,velar,68.95698887364622
QB_NZ_F_369,DRESS,394,2540,36-45,F,NZ European,3123,word_48156,647.7,0.08,4.7782,other,67.22254696329139
QB_NZ_F_369,FLEECE,357,2509,36-45,F,NZ European,26215,word_38735,653.29,0.11,4.475,labial,71.2603324541156
QB_NZ_F_369,FLEECE,387,2340,36-45,F,NZ European,26215,word_38735,654.24,0.08,4.475,labial,70.68469984757266
QB_NZ_F_369,GOOSE,457,1895,36-45,F,NZ European,110,word_44749,656.19,0.05,4.475,labial,71.2412115655686
QB_NZ_F_369,START,809,1510,36-45,F,NZ European,110,word_44749,656.41,0.1,4.475,velar,71.2412115655686
QB_NZ_F_369,STRUT,762,1751,36-45,F,NZ European,1154,word_26889,658.53,0.09,4.475,labial,71.33694204381482
QB_NZ_F_369,TRAP,499,1995,36-45,F,NZ European,33,word_16837,658.85,0.08,4.475,other,70.57308367201477
QB_NZ_F_369,TRAP,632,2123,36-45,F,NZ European,343,word_29297,660.75,0.13,4.475,velar,70.90498105959881
QB_NZ_F_369,KIT,651,1729,36-45,F,NZ European,173,word_20169,661.33,0.06,4.475,labial,67.47551135829087
QB_NZ_F_369,STRUT,887,1463,36-45,F,NZ European,1,word_18569,662.33,0.07,4.475,other,70.87605980124411
QB_NZ_F_369,THOUGHT,431,920,36-45,F,NZ European,65,word_41406,662.94,0.1,4.475,labial,69.89881290239688
QB_NZ_F_369,TRAP,603,2146,36-45,F,NZ European,343,word_29297,664.73,0.16,4.475,velar,75.22456322884108
QB_NZ_F_369,TRAP,646,2262,36-45,F,NZ European,82,word_49390,665.18,0.1,4.475,labial,74.55427751268968
QB_NZ_F_369,FLEECE,477,1908,36-45,F,NZ European,14610,word_38336,666.05,0.03,4.475,other,73.71284328534797
QB_NZ_F_369,KIT,549,1835,36-45,F,NZ European,5198,word_19741,666.27,0.06,4.475,other,74.6255493984099
QB_NZ_F_369,LOT,539,1018,36-45,F,NZ European,3566,word_43261,668.64,0.17,4.7244,other,73.20669776222555
QB_NZ_F_369,TRAP,551,2247,36-45,F,NZ European,227,word_22875,669.47,0.1,4.7244,other,73.80860919306295
QB_NZ_F_369,FLEECE,495,1941,36-45,F,NZ European,14610,word_38336,670.14,0.04,4.7244,other,70.38774733092336
QB_NZ_F_369,TRAP,487,2148,36-45,F,NZ European,950,word_39444,677.58,0.14,4.947,other,69.70581949368692
QB_NZ_F_369,KIT,503,1960,36-45,F,NZ European,10234,word_14100,681.96,0.05,4.947,other,72.14706708374571
QB_NZ_F_369,FLEECE,531,2291,36-45,F,NZ European,86,word_38790,684.56,0.13,4.4643,other,77.02891101782109
QB_NZ_F_369,START,900,1497,36-45,F,NZ European,2207,word_20633,689.31,0.14,4.4643,other,73.19557295755651
QB_NZ_F_369,START,870,1525,36-45,F,NZ European,2207,word_20633,689.77,0.1,4.4643,other,76.07597793273095
QB_NZ_F_369,DRESS,353,2541,36-45,F,NZ European,6937,word_14984,689.98,0.12,4.4643,other,72.54345681254887
QB_NZ_F_369,STRUT,605,1285,36-45,F,NZ European,14049,word_24727,694.04,0.06,5.3872,other,69.4864641836047
QB_NZ_F_369,STRUT,766,1630,36-45,F,NZ European,2405,word_41895,699.12,0.05,4.0816,other,72.8412825122943
QB_NZ_F_369,DRESS,454,2424,36-45,F,NZ European,33749,word_11962,699.54,0.06,4.0816,other,68.71004131550825
QB_NZ_F_369,NURSE,415,2205,36-45,F,NZ European,1163,word_22744,699.82,0.08,4.0816,other,69.36488533709826
QB_NZ_F_369,KIT,564,1708,36-45,F,NZ European,99820,word_25513,700.62,0.03,4.0816,other,63.130406118927425
QB_NZ_F_369,STRUT,499,1478,36-45,F,NZ European,3645,word_45586,703.71,0.04,4.0816,labial,73.41258616396581
QB_NZ_F_369,START,818,1532,36-45,F,NZ European,726,word_49595,707.13,0.18,4.0816,other,75.86020023997645
QB_NZ_F_369,KIT,416,1695,36-45,F,NZ European,99820,word_25513,709.26,0.03,4.6676,other,68.63000393372732
QB_NZ_F_369,DRESS,447,2366,36-45,F,NZ European,16068,word_30844,709.97,0.07,4.6676,other,72.81139680426449
QB_NZ_F_369,FOOT,518,1345,36-45,F,NZ European,0,word_37737,710.22,0.03,4.6676,other,67.82462695177436
QB_NZ_F_369,LOT,560,1088,36-45,F,NZ European,3080,word_43875,710.4,0.09,4.6676,other,69.36766061868222
QB_NZ_F_369,TRAP,565,2167,36-45,F,NZ European,4204,word_22892,711.2,0.15,4.6676,velar,68.85843804359196
QB_NZ_F_369,TRAP,585,2190,36-45,F,NZ European,17657,word_14675,715.07,0.13,4.6676,velar,70.51559431923104
QB_NZ_F_369,DRESS,420,2330,36-45,F,NZ European,6555,word_35476,717.75,0.08,4.4156,other,72.67312866721474
QB_NZ_F_369,DRESS,405,2155,36-45,F,NZ European,864,word_49180,719.56,0.05,4.4156,labial,65.21102556648454
QB_NZ_F_369,START,890,1495,36-45,F,NZ European,13670,word_21963,722.12,0.2,4.4156,labial,77.38249466481095
QB_NZ_F_369,STRUT,717,1510,36-45,F,NZ European,32863,word_17685,722.63,0.09,4.4156,labial,78.20874063143181
QB_NZ_F_369,DRESS,359,2433,36-45,F,NZ European,5236,word_29916,725.15,0.08,4.4156,other,73.8255711895205
QB_NZ_F_369,NURSE,386,1866,36-45,F,NZ European,3950,word_18601,725.37,0.09,4.4156,other,73.57410117648607
QB_NZ_F_369,DRESS,391,2194,36-45,F,NZ European,3087,word_34893,727.29,0.06,3.3766,other,77.91230237099006
QB_NZ_F_369,FLEECE,348,2434,36-45,F,NZ European,22697,word_33947,734.25,0.12,4.096,other,65.30579315426681
QB_NZ_F_369,KIT,573,1965,36-45,F,NZ European,893,word_47105,734.96,0.1,4.096,other,69.43131657606403
QB_NZ_F_369,KIT,581,1864,36-45,F,NZ European,893,word_47105,735.49,0.08,4.096,other,68.87848759123787
QB_NZ_F_369,KIT,499,1928,36-45,F,NZ European,893,word_47105,736.66,0.06,4.096,other,64.19461686762291
QB_NZ_F_369,STRUT,783,1561,36-45,F,NZ European,162,word_48640,736.96,0.06,4.096,velar,65.19536405896086
QB_NZ_F_369,DRESS,346,2458,36-45,F,NZ European,6555,word_35476,737.29,0.09,4.096,other,66.57919223753922
QB_NZ_F_369,FLEECE,392,2202,36-45,F,NZ European,48589,word_40466,737.94,0.07,4.096,other,69.75835430390325
QB_NZ_F_369,NURSE,370,1905,36-45,F,NZ European,8,word_26603,738.16,0.14,4.096,other,73.475604587803
QB_NZ_F_369,START,898,1550,36-45,F,NZ European,1044,word_43646,740.24,0.17,4.096,velar,70.79856706049561
QB_NZ_F_369,THOUGHT,481,677,36-45,F,NZ European,552,word_42102,741.62,0.16,3.2847,velar,77.64353809710828
QB_NZ_F_369,STRUT,690,1478,36-45,F,NZ European,11754,word_24468,742.19,0.07,3.2847,labial,72.46430701050203
QB_NZ_F_369,START,863,1521,36-45,F,NZ European,1044,word_43646,745.16,0.21,3.2847,velar,69.44228179288055
QB_NZ_F_369,LOT,569,1026,36-45,F,NZ European,3080,word_43875,745.81,0.15,3.2847,other,75.4616972600052
QB_NZ_F_369,GOOSE,441,1744,36-45,F,NZ European,5462,word_34004,746.47,0.03,3.2847,labial,73.50779221938896
QB_NZ_F_369,KIT,547,1869,36-45,F,NZ European,893,word_47105,746.8,0.11,3.2847,other,68.82336667904735
QB_NZ_F_369,FOOT,555,1104,36-45,F,NZ European,2127,word_44053,748.49,0.09,3.3451,velar,70.75804300280562
QB_NZ_F_369,DRESS,458,2361,36-45,F,NZ European,0,word_36227,751.74,0.07,3.3451,other,78.93262968646492
QB_NZ_F_369,NURSE,377,2042,36-45,F,NZ European,11943,word_20728,752.57,0.16,3.3451,velar,76.50841893902525
QB_NZ_F_369,FLEECE,445,2265,36-45,F,NZ European,48589,word_40466,753.71,0.14,3.3451,other,73.6648605370309
QB_NZ_F_369,TRAP,514,2247,36-45,F,NZ European,124,word_33324,754.4,0.13,3.3451,other,77.41412468049572
QB_NZ_F_369,START,934,1650,36-45,F,NZ European,2090,word_35522,756.5,0.17,4.9261,labial,73.32750877222581
QB_NZ_F_369,STRUT,835,1519,36-45,F,NZ European,78,word_12719,757.2,0.08,4.9261,other,69.48309224494199
QB_NZ_F_369,DRESS,364,2398,36-45,F,NZ European,1472,word_19691,757.89,0.07,4.9261,other,65.97720576718001
QB_NZ_F_369,START,748,1481,36-45,F,NZ European,2090,word_35522,758.83,0.11,4.9261,labial,66.7076912792012
QB_NZ_F_369,GOOSE,457,1707,36-45,F,NZ European,8249,word_42992,759.08,0.03,4.9261,labial,68.67574524743235
QB_NZ_F_369,KIT,502,1847,36-45,F,NZ European,893,word_47105,759.82,0.05,4.9261,other,70.74126599378401
QB_NZ_F_369,TRAP,577,1985,36-45,F,NZ European,817,word_16520,760.04,0.07,4.9261,other,68.54785494885044
QB_NZ_F_369,STRUT,736,1533,36-45,F,NZ European,11754,word_24468,761.34,0.06,4.9261,labial,75.11060327504518
QB_NZ_F_369,FLEECE,395,2549,36-45,F,NZ European,606,word_19438,761.65,0.2,4.9261,other,75.00253036168137
QB_NZ_F_369,FOOT,643,1248,36-45,F,NZ European,1367,word_48264,762.7,0.09,4.7619,other,72.008147572987
QB_NZ_F_369,GOOSE,407,1789,36-45,F,NZ European,14964,word_28592,770.71,0.04,5.0657,velar,74.08391812401226
QB_NZ_F_369,STRUT,718,1655,36-45,F,NZ European,110,word_26846,770.83,0.08,5.0657,other,73.11719239033206
QB_NZ_F_369,DRESS,377,2233,36-45,F,NZ European,2134,word_37860,773.12,0.06,5.0657,other,70.89842810508017
QB_NZ_F_369,LOT,689,1066,36-45,F,NZ European,974,word_40054,773.55,0.11,5.0657,velar,70.34852639607533
QB_NZ_F_369,LOT,599,1198,36-45,F,NZ European,3080,word_43875,774.86,0.06,5.0657,other,66.2777189846525
QB_NZ_F_369,TRAP,621,2080,36-45,F,NZ European,17657,word_14675,775.38,0.11,5.0657,velar,65.20037871484818
QB_NZ_F_369,THOUGHT,461,1516,36-45,F,NZ European,5411,word_49047,777.9,0.06,4.0516,other,73.91016275120417
QB_NZ_F_369,STRUT,693,1379,36-45,F,NZ European,622,word_25580,787.19,0.06,4.3257,velar,72.83008932536595
QB_NZ_F_369,KIT,555,1728,36-45,F,NZ European,3548,word_48040,787.82,0.09,4.3257,other,69.96768513719051
QB_NZ_F_369,KIT,603,1484,36-45,F,NZ European,1642,word_45673,791.82,0.1,4.3257,other,70.03608905324337
QB_NZ_F_369,FLEECE,361,2380,36-45,F,NZ European,4546,word_31236,793.46,0.11,4.3257,other,70.821338841235
QB_NZ_F_369,TRAP,573,2352,36-45,F,NZ European,688,word_42236,795.27,0.05,4.5151,labial,75.6820617450032
QB_NZ_F_369,LOT,647,1229,36-45,F,NZ European,1525,word_30793,797.66,0.11,4.5151,labial,74.76776973563278
QB_NZ_F_369,DRESS,349,2516,36-45,F,NZ European,5236,word_29916,800.18,0.04,4.5151,other,62.50505363065269
QB_NZ_F_369,GOOSE,422,1673,36-45,F,NZ European,24552,word_46139,800.37,0.08,4.5151,other,75.47098347448822
QB_NZ_F_369,STRUT,703,1588,36-45,F,NZ European,1322,word_42131,803.61,0.07,4.0336,labial,69.23672175558258
QB_NZ_F_369,DRESS,395,2333,36-45,F,NZ European,9931,word_38744,804.13,0.08,4.0336,other,66.26424862337558
QB_NZ_F_369,DRESS,441,2057,36-45,F,NZ European,1822,word_27072,804.53,0.07,4.0336,other,66.81310557363047
QB_NZ_F_369,DRESS,423,2305,36-45,F,NZ European,5236,word_29916,804.99,0.05,4.0336,other,65.90592906191021
QB_NZ_F_369,STRUT,503,1494,36-45,F,NZ European,32863,word_17685,805.18,0.04,4.0336,labial,67.36926813534735
QB_NZ_F_369,STRUT,743,1525,36-45,F,NZ European,941,word_45346,806.51,0.09,4.0336,other,70.31868865179038
QB_NZ_F_369,DRESS,390,2350,36-45,F,NZ European,9931,word_38744,808.1,0.09,4.0336,other,69.80518437240806
QB_NZ_F_369,START,811,1342,36-45,F,NZ European,482,word_43828,816.63,0.2,4.9861,other,72.0315438743462
QB_NZ_F_369,TRAP,535,2321,36-45,F,NZ European,959,word_42715,819.69,0.07,4.9861,labial,74.053159640248
QB_NZ_F_369,THOUGHT,409,823,36-45,F,NZ European,1736,word_23137,822.19,0.24,3.7627,other,73.85883456238422
QB_NZ_F_369,THOUGHT,438,1082,36-45,F,NZ European,1736,word_23137,823.15,0.11,3.7627,other,73.92218051043055
QB_NZ_F_369,LOT,654,1022,36-45,F,NZ European,5724,word_42963,823.48,0.22,3.7627,other,75.61157017420744
QB_NZ_F_369,THOUGHT,435,948,36-45,F,NZ European,1736,word_23137,824.18,0.28,3.7627,other,70.25144504900427
QB_NZ_F_369,THOUGHT,378,1042,36-45,F,NZ European,1736,word_23137,825.33,0.08,3.7627,other,68.0833536522216
QB_NZ_F_369,DRESS,380,2472,36-45,F,NZ European,4008,word_22044,825.55,0.19,3.7627,other,74.75784836981954
QB_NZ_F_369,THOUGHT,463,1061,36-45,F,NZ European,1736,word_23137,826.41,0.13,3.7627,other,69.82922005496974
QB_NZ_F_369,LOT,651,1143,36-45,F,NZ European,5724,word_42963,826.67,0.1,3.7627,other,71.04943431611916
QB_NZ_F_369,LOT,633,1194,36-45,F,NZ European,5724,word_42963,827.28,0.1,3.7627,other,72.62499252974268
QB_NZ_F_369,KIT,656,1747,36-45,F,NZ European,203,word_32951,827.58,0.05,3.7627,other,71.88623655541151
QB_NZ_F_369,LOT,625,1113,36-45,F,NZ European,3080,word_43875,830.19,0.14,4.0945,other,74.79751327005485
QB_NZ_F_369,NURSE,363,2084,36-45,F,NZ European,8,word_26603,830.57,0.15,4.0945,other,77.3793564893685
QB_NZ_F_369,GOOSE,421,1917,36-45,F,NZ European,14964,word_28592,831.89,0.03,4.0945,other,71.41194289525677
QB_NZ_F_369,THOUGHT,388,752,36-45,F,NZ European,11914,word_22132,834.39,0.15,4.0945,other,71.22466229568388
QB_NZ_F_369,FLEECE,449,2370,36-45,F,NZ European,174,word_39559,835.59,0.09,4.0945,other,70.39748793223947
QB_NZ_F_369,START,790,1628,36-45,F,NZ European,845,word_10912,836.62,0.09,4.0945,other,63.363763707544216
QB_NZ_F_369,LOT,615,1173,36-45,F,NZ European,3080,word_43875,841.15,0.08,3.6929,other,68.17927123430724
QB_NZ_F_369,LOT,603,1225,36-45,F,NZ European,3080,word_43875,843.15,0.09,3.6929,other,66.65081423192761
QB_NZ_F_369,GOOSE,499,1640,36-45,F,NZ European,5116,word_49756,844.46,0.05,3.6929,other,76.17422197018217
QB_NZ_F_369,NURSE,437,2151,36-45,F,NZ European,1690,word_37372,844.95,0.07,3.6929,other,71.16838700058715
QB_NZ_F_369,LOT,659,1080,36-45,F,NZ European,4287,word_29918,847.75,0.54,3.6929,other,71.2448954658678
QB_NZ_F_369,STRUT,784,1365,36-45,F,NZ European,137,word_10699,848.54,0.37,3.6929,velar,73.20077272409091
QB_NZ_F_369,FOOT,478,1291,36-45,F,NZ European,2329,word_19893,849.05,0.06,3.6929,velar,68.07795688324398
QB_NZ_F_369,FLEECE,427,2317,36-45,F,NZ European,26215,word_38735,853.4,0.11,4.6667,labial,71.50957722481644
QB_NZ_F_369,FLEECE,423,2152,36-45,F,NZ European,387,word_45530,854.1,0.06,4.6667,labial,70.18804193696039
QB_NZ_F_369,DRESS,378,2513,36-45,F,NZ European,33749,word_11962,855.44,0.15,4.6667,other,77.42911635377156
QB_NZ_F_369,THOUGHT,504,1481,36-45,F,NZ European,5411,word_49047,857.125,0.06,5.1899,other,71.22279576006866
QB_NZ_F_369,DRESS,398,2327,36-45,F,NZ European,504,word_11052,858.435,0.07,5.1899,velar,67.74111176246208
QB_NZ_F_369,LOT,638,1142,36-45,F,NZ European,2881,word_32451,860.465,0.05,5.1899,labial,66.92662373578638
QB_NZ_F_369,FLEECE,436,2274,36-45,F,NZ European,277,word_13161,860.965,0.14,5.1899,other,69.85709038892321
QB_NZ_F_369,TRAP,548,2035,36-45,F,NZ European,1487,word_45024,864.215,0.15,5.1899,labial,71.50655812996271
QB_NZ_F_369,DRESS,418,2307,36-45,F,NZ European,33749,word_11962,866.51,0.11,4.0498,other,77.10887808419993
QB_NZ_F_369,LOT,633,1184,36-45,F,NZ European,3080,word_43875,866.97,0.17,4.0498,other,74.76722651419367
QB_NZ_F_369,FLEECE,443,1989,36-45,F,NZ European,4546,word_31236,870.01,0.04,4.0498,other,72.79015998886115
QB_NZ_F_369,DRESS,382,2329,36-45,F,NZ European,1581,word_28913,870.31,0.1,4.0498,other,72.72872472392541
QB_NZ_F_369,START,822,1558,36-45,F,NZ European,1044,word_43646,871.94,0.08,4.0498,velar,73.78905491991675
QB_NZ_F_369,NURSE,406,1899,36-45,F,NZ European,1721,word_11196,875.34,0.09,4.4753,labial,69.63837885445388
QB_NZ_F_369,FLEECE,399,2436,36-45,F,NZ European,4480,word_39313,876.86,0.09,4.4753,other,65.48003227947069
QB_NZ_F_369,DRESS,368,2465,36-45,F,NZ European,1342,word_39216,876.95,0.04,4.4753,labial,65.65315510551463
QB_NZ_F_369,DRESS,387,2532,36-45,F,NZ European,806,word_32591,877.04,0.07,4.4753,velar,65.90504786310024
QB_NZ_F_369,TRAP,627,2114,36-45,F,NZ European,689,word_21797,877.41,0.07,4.4753,velar,65.0876951109787
QB_NZ_F_369,STRUT,579,1446,36-45,F,NZ European,3121,word_37114,878.07,0.03,4.4753,labial,69.04329406581189
QB_NZ_F_369,TRAP,571,1978,36-45,F,NZ European,4,word_10666,880.86,0.12,4.4753,velar,68.1407164814213
QB_NZ_F_369,KIT,446,1638,36-45,F,NZ European,99820,word_25513,885.81,0.04,4.0881,other,68.82680121173784
QB_NZ_F_369,FLEECE,430,2342,36-45,F,NZ European,23445,word_22928,890.24,0.06,4.6642,other,70.39395683179534
QB_NZ_F_369,TRAP,618,2169,36-45,F,NZ European,10,word_40058,890.94,0.16,4.6642,other,71.96619470447467
QB_NZ_F_369,KIT,578,1544,36-45,F,NZ European,2968,word_21225,891.59,0.06,4.6642,other,72.6578082085589
QB_NZ_F_369,LOT,558,1185,36-45,F,NZ European,64,word_26092,893.67,0.06,4.9451,other,72.82078497695771
QB_NZ_F_369,THOUGHT,418,1374,36-45,F,NZ European,0,word_42351,894.95,0.06,4.9451,other,71.07400097394368
QB_NZ_F_369,STRUT,651,1586,36-45,F,NZ European,11754,word_24468,895.44,0.05,4.9451,labial,70.43150426513763
QB_NZ_F_369,DRESS,438,2327,36-45,F,NZ European,16068,word_30844,896.36,0.09,4.9451,other,73.32601917630177
QB_NZ_F_369,DRESS,395,2105,36-45,F,NZ European,6937,word_14984,897.74,0.06,4.9451,other,67.54098442290915
QB_NZ_F_369,THOUGHT,364,715,36-45,F,NZ European,10720,word_43809,898.77,0.16,4.9451,other,72.17962742915336
QB_NZ_F_369,START,835,1615,36-45,F,NZ European,886,word_10848,902.76,0.19,4.8387,labial,72.67070772899518
QB_NZ_F_369,DRESS,411,2494,36-45,F,NZ European,496,word_36784,903.67,0.1,4.8387,other,74.06701640842388
QB_NZ_F_369,DRESS,350,2285,36-45,F,NZ European,0,word_45837,907,0.07,4.8387,velar,69.78262314902487
QB_NZ_F_369,DRESS,357,2440,36-45,F,NZ European,3123,word_48156,907.25,0.06,4.8387,other,71.1425960664135
QB_NZ_F_369,KIT,638,1744,36-45,F,NZ European,793,word_42168,911.57,0.11,3.653,labial,72.96607685186771
QB_NZ_F_369,DRESS,367,2373,36-45,F,NZ European,1472,word_19691,912.58,0.08,3.653,other,69.91180161608091
QB_NZ_F_369,FLEECE,401,2485,36-45,F,NZ European,22697,word_33947,914.81,0.08,3.653,other,67.92540891137814
QB_NZ_F_369,STRUT,849,1456,36-45,F,NZ European,1048,word_28793,915.26,0.08,3.653,other,75.6105402788968
QB_NZ_F_369,KIT,510,1938,36-45,F,NZ European,10234,word_14100,917.24,0.09,5.045,other,76.4973886353929
QB_NZ_F_369,KIT,642,1589,36-45,F,NZ European,5476,word_43214,917.73,0.07,5.045,velar,72.85837111690549
QB_NZ_F_369,FOOT,533,1098,36-45,F,NZ European,346,word_31029,918.3,0.07,5.045,velar,69.85193619431703
QB_NZ_F_369,KIT,502,1797,36-45,F,NZ European,5476,word_43214,919.31,0.04,5.045,velar,69.1272524906174
QB_NZ_F_369,GOOSE,506,2294,36-45,F,NZ European,2256,word_11491,921.74,0.03,5.045,other,71.96718552697692
QB_NZ_F_369,DRESS,364,2462,36-45,F,NZ European,6555,word_35476,922.55,0.12,5.045,other,71.25082408351976
QB_NZ_F_369,DRESS,422,2481,36-45,F,NZ European,6047,word_29892,925.95,0.1,4.0315,velar,76.09600827544648
QB_NZ_F_369,FLEECE,417,1945,36-45,F,NZ European,11344,word_49319,929.83,0.06,4.0315,labial,69.0620487206713
QB_NZ_F_369,FLEECE,473,2175,36-45,F,NZ European,2859,word_42368,929.98,0.09,4.0315,velar,67.35144051740883
QB_NZ_F_369,THOUGHT,400,677,36-45,F,NZ European,3267,word_39939,931.93,0.15,4.0315,velar,74.24914328672358
QB_NZ_F_369,FLEECE,372,2536,36-45,F,NZ European,26215,word_38735,933.41,0.12,4.0315,labial,71.08875547443098
QB_NZ_F_369,THOUGHT,447,940,36-45,F,NZ European,2316,word_19468,937.46,0.14,5.1125,other,70.926660908069
QB_NZ_F_369,LOT,623,1385,36-45,F,NZ European,64,word_26092,938.39,0.07,5.1125,other,69.01122968371217
QB_NZ_F_369,FLEECE,343,2342,36-45,F,NZ European,111471,word_35461,938.61,0.08,5.1125,velar,67.08127389442433
QB_NZ_F_369,FOOT,560,1445,36-45,F,NZ European,16874,word_14070,938.78,0.12,5.1125,other,69.88183661921894
QB_NZ_F_369,DRESS,377,2340,36-45,F,NZ European,5197,word_38946,939.48,0.08,5.1125,other,74.13590395703253
QB_NZ_F_369,KIT,647,1800,36-45,F,NZ European,9722,word_33996,939.81,0.07,5.1125,velar,70.61209028616713
QB_NZ_F_369,TRAP,519,2296,36-45,F,NZ European,518,word_42463,940.39,0.05,5.1125,labial,70.35018856555654
QB_NZ_F_369,STRUT,746,1626,36-45,F,NZ European,16880,word_43978,943.32,0.05,4.2484,other,71.73461723297302
QB_NZ_F_369,TRAP,537,2179,36-45,F,NZ European,950,word_39444,944.93,0.16,4.2484,other,71.23976902846195
QB_NZ_F_369,DRESS,382,2439,36-45,F,NZ European,6555,word_35476,947.42,0.1,3.871,other,71.80229496595
QB_NZ_F_369,LOT,674,1096,36-45,F,NZ European,665,word_22505,947.9,0.09,3.871,other,74.24924626914124
QB_NZ_F_369,TRAP,492,2317,36-45,F,NZ European,71,word_20766,949.57,0.12,3.871,other,69.29500454567939
QB_NZ_F_369,KIT,448,1762,36-45,F,NZ European,7170,word_40342,951.69,0.04,3.871,labial,69.17081907592164
QB_NZ_F_369,GOOSE,458,1693,36-45,F,NZ European,4552,word_39067,953.25,0.31,3.871,other,77.75428112223746
QB_NZ_F_369,DRESS,448,2289,36-45,F,NZ European,1147,word_31125,958.41,0.08,3.8741,labial,75.36645493920122
